date,home_team,away_team,home_score,away_score,tournament,neutral
2021-05-25,Ghana,Panama,5,1,Friendly,True
2021-05-26,Costa Rica,Panama,0,1,Friendly,True
2021-05-27,Saudi Arabia,Ecuador,2,0,Friendly,True
2021-05-29,Senegal,Panama,4,1,Friendly,False
2021-05-30,Denmark,Mexico,4,3,Friendly,False
2021-05-31,Colombia,Uruguay,2,2,Friendly,False
2021-06-01,Saudi Arabia,Mexico,1,1,Friendly,False
2021-06-02,Ecuador,Brazil,2,4,Friendly,True
2021-06-04,Croatia,Colombia,3,0,Friendly,True
2021-06-05,New Zealand,Australia,1,0,Friendly,False
2021-06-06,Panama,Uruguay,2,1,Friendly,False
2021-06-07,Germany,Japan,1,1,Friendly,False
2021-06-09,Canada,Portugal,1,2,Friendly,False
2021-06-10,Morocco,South Korea,1,1,Friendly,False
2021-06-11,USA,France,5,1,Friendly,False
2021-06-12,Ecuador,Ghana,1,0,Friendly,False
2021-06-14,Spain,USA,1,1,Friendly,False
2021-06-15,Ghana,South Korea,0,2,Friendly,False
2021-06-16,France,England,1,1,Friendly,False
2021-06-17,Morocco,Argentina,0,1,Friendly,False
2021-06-18,Poland,Argentina,1,2,Friendly,False
2021-06-20,Switzerland,Colombia,0,1,Friendly,False
2021-06-21,Croatia,Ghana,2,1,Friendly,False
2021-06-22,Canada,Switzerland,1,4,Friendly,True
2021-06-23,Morocco,Argentina,0,2,Friendly,False
2021-06-25,Germany,Costa Rica,2,0,Friendly,False
2021-06-26,Ghana,Japan,1,1,Friendly,False
2021-06-27,Italy,Argentina,2,0,Friendly,False
2021-06-28,Serbia,Australia,2,1,Friendly,False
2021-06-30,Australia,Mexico,1,3,Friendly,False
2021-07-01,Canada,Ecuador,2,1,Friendly,True
2021-07-02,Canada,Brazil,1,2,Friendly,False
2021-07-03,Australia,Netherlands,2,1,Friendly,True
2021-07-04,Poland,Brazil,0,2,Friendly,False
2021-07-06,Senegal,Croatia,2,1,Friendly,False
2021-07-07,Switzerland,Panama,1,0,Friendly,False
2021-07-08,Germany,Portugal,0,2,Friendly,False
2021-07-09,Belgium,Netherlands,2,0,Friendly,False
2021-07-11,Australia,Japan,0,1,Friendly,True
2021-07-12,Germany,Japan,3,1,Friendly,False
2021-07-13,Italy,Ecuador,2,0,Friendly,False
2021-07-14,USA,Saudi Arabia,0,0,Friendly,False
2021-07-15,Canada,Ghana,0,0,Friendly,False
2021-07-17,Qatar,Belgium,0,4,Friendly,False
2021-07-18,Japan,Spain,1,1,Friendly,False
2021-07-19,Netherlands,Croatia,2,0,Friendly,False
2021-07-20,New Zealand,Ecuador,1,2,Friendly,False
2021-07-22,Ecuador,Denmark,1,2,Friendly,False
2021-07-23,Portugal,New Zealand,1,4,Friendly,False
2021-07-24,New Zealand,Serbia,2,1,Friendly,False
2021-07-25,Italy,Morocco,0,1,Friendly,False
2021-07-27,Spain,Switzerland,2,0,Friendly,True
2021-07-28,France,Spain,1,2,Friendly,False
2021-07-29,Brazil,Belgium,3,1,Friendly,False
2021-07-30,Costa Rica,Denmark,1,0,Friendly,False
2021-07-31,Italy,Qatar,2,1,Friendly,False
2021-08-02,Brazil,Senegal,0,1,Friendly,True
2021-08-03,USA,Mexico,5,4,Friendly,False
2021-08-04,Argentina,Ghana,4,1,Friendly,False
2021-08-05,Uruguay,England,0,3,Friendly,False
2021-08-07,Colombia,Brazil,4,3,Friendly,False
2021-08-08,Germany,Argentina,2,1,Friendly,False
2021-08-09,Netherlands,Belgium,1,3,Friendly,False
2021-08-10,Argentina,Senegal,1,1,Friendly,False
2021-08-12,France,Croatia,1,2,Friendly,True
2021-08-13,Morocco,New Zealand,4,3,Friendly,False
2021-08-14,Germany,France,3,3,Friendly,False
2021-08-15,Brazil,France,2,1,Friendly,True
2021-08-16,Colombia,Serbia,0,0,Friendly,False
2021-08-18,Mexico,Panama,1,1,Friendly,True
2021-08-19,Qatar,Switzerland,0,1,Friendly,False
2021-08-20,Brazil,Uruguay,1,1,Friendly,False
2021-08-21,Spain,Ghana,2,2,Friendly,False
2021-08-23,USA,Argentina,2,3,Friendly,False
2021-08-24,Belgium,Canada,2,1,Friendly,False
2021-08-25,Costa Rica,Australia,1,2,Friendly,False
2021-08-26,Germany,New Zealand,4,0,Friendly,False
2021-08-28,Poland,Morocco,0,1,Friendly,False
2021-08-29,Uruguay,Poland,1,1,Friendly,False
2021-08-30,Mexico,Senegal,4,0,Friendly,False
2021-08-31,Belgium,Mexico,1,0,Friendly,False
2021-09-01,Colombia,Costa Rica,2,2,Friendly,False
2021-09-03,South Korea,Portugal,2,2,Friendly,True
2021-09-04,New Zealand,Poland,2,2,Friendly,True
2021-09-05,USA,Germany,0,4,Friendly,False
2021-09-06,Japan,Panama,2,0,Friendly,True
2021-09-08,Panama,Germany,0,5,Friendly,False
2021-09-09,Panama,Netherlands,1,3,Friendly,False
2021-09-10,France,England,0,1,Friendly,False
2021-09-11,Qatar,Argentina,0,3,Friendly,True
2021-09-12,South Korea,Panama,2,2,Friendly,False
2021-09-14,Qatar,Argentina,0,1,Friendly,True
2021-09-15,Mexico,Portugal,3,2,Friendly,True
2021-09-16,Argentina,Senegal,5,1,Friendly,True
2021-09-17,Saudi Arabia,Croatia,2,1,Friendly,True
2021-09-19,Ghana,Canada,2,1,Friendly,False
2021-09-20,South Korea,Costa Rica,2,2,Friendly,False
2021-09-21,Argentina,Canada,2,0,Friendly,False
2021-09-22,Ecuador,Panama,1,1,Friendly,False
2021-09-24,Australia,Japan,3,1,Friendly,False
2021-09-25,South Korea,Mexico,2,0,Friendly,False
2021-09-26,Argentina,Switzerland,3,1,Friendly,False
2021-09-27,Italy,France,0,1,Friendly,False
2021-09-28,Ecuador,Belgium,1,0,Friendly,True
2021-09-30,Serbia,Germany,2,1,Friendly,False
2021-10-01,Argentina,Portugal,3,2,Friendly,False
2021-10-02,France,Morocco,0,2,Friendly,True
2021-10-03,Croatia,Switzerland,2,1,Friendly,True
2021-10-05,Belgium,Qatar,5,1,Friendly,False
2021-10-06,Belgium,England,2,2,Friendly,True
2021-10-07,England,Italy,1,1,Friendly,False
2021-10-08,Australia,Poland,1,4,Friendly,False
2021-10-10,Qatar,Italy,2,2,Friendly,False
2021-10-11,Italy,Ghana,1,0,Friendly,False
2021-10-12,New Zealand,Argentina,1,4,Friendly,False
2021-10-13,Argentina,Portugal,4,1,Friendly,False
2021-10-14,Argentina,Australia,3,0,Friendly,False
2021-10-16,Ecuador,Denmark,1,0,Friendly,False
2021-10-17,England,Belgium,0,4,Friendly,True
2021-10-18,Japan,South Korea,2,1,Friendly,False
2021-10-19,Poland,South Korea,2,1,Friendly,False
2021-10-21,Serbia,USA,1,0,Friendly,False
2021-10-22,Morocco,Senegal,3,2,Friendly,False
2021-10-23,Mexico,New Zealand,2,2,Friendly,False
2021-10-24,New Zealand,Colombia,0,2,Friendly,False
2021-10-26,Belgium,Senegal,2,2,Friendly,False
2021-10-27,Netherlands,Argentina,0,1,Friendly,False
2021-10-28,Denmark,Japan,1,4,Friendly,False
2021-10-29,Croatia,Denmark,0,2,Friendly,True
2021-10-30,England,Serbia,1,0,Friendly,True
2021-11-01,Italy,New Zealand,3,2,Friendly,False
2021-11-02,South Korea,Croatia,1,2,Friendly,False
2021-11-03,Poland,New Zealand,2,1,Friendly,False
2021-11-04,South Korea,Costa Rica,4,2,Friendly,False
2021-11-06,South Korea,Japan,0,1,Friendly,False
2021-11-07,Switzerland,Italy,1,1,Friendly,False
2021-11-08,Argentina,Qatar,1,0,Friendly,False
2021-11-09,Spain,Germany,3,0,Friendly,False
2021-11-10,Germany,Canada,2,1,Friendly,False
2021-11-12,Portugal,Ghana,1,0,Friendly,False
2021-11-13,Brazil,Qatar,4,0,Friendly,False
2021-11-14,Denmark,Ecuador,2,2,Friendly,True
2021-11-15,Colombia,Uruguay,0,1,Friendly,False
2021-11-17,Colombia,Canada,2,0,Friendly,True
2021-11-18,Germany,Mexico,2,1,Friendly,False
2021-11-19,Senegal,Qatar,1,0,Friendly,True
2021-11-20,Ecuador,Qatar,1,0,Friendly,False
2021-11-22,Panama,Costa Rica,1,3,Friendly,True
2021-11-23,France,Costa Rica,1,2,Friendly,False
2021-11-24,Serbia,Poland,3,0,Friendly,True
2021-11-25,Ecuador,Colombia,0,2,Friendly,False
2021-11-26,Portugal,Argentina,1,1,Friendly,False
2021-11-28,Netherlands,France,1,1,Friendly,False
2021-11-29,Brazil,Morocco,0,1,Friendly,True
2021-11-30,USA,England,1,0,Friendly,False
2021-12-01,Croatia,Germany,0,4,Friendly,False
2021-12-03,France,Japan,1,1,Friendly,False
2021-12-04,Argentina,Mexico,3,2,Friendly,False
2021-12-05,Croatia,Canada,2,3,Friendly,True
2021-12-06,Canada,Mexico,1,1,Friendly,False
2021-12-08,USA,Colombia,0,1,Friendly,False
2021-12-09,Belgium,Serbia,4,0,Friendly,False
2021-12-10,South Korea,Belgium,2,3,Friendly,False
2021-12-11,Denmark,Italy,0,1,Friendly,False
2021-12-12,Brazil,Netherlands,4,2,Friendly,False
2021-12-14,Japan,USA,1,1,Friendly,True
2021-12-15,Panama,Senegal,1,8,Friendly,False
2021-12-16,Mexico,Saudi Arabia,3,5,Friendly,False
2021-12-17,Poland,Canada,1,1,Friendly,True
2021-12-19,Uruguay,Spain,0,1,Friendly,False
2021-12-20,Colombia,South Korea,4,2,Friendly,True
2021-12-21,Brazil,Portugal,1,2,Friendly,False
2021-12-22,Uruguay,Brazil,2,0,Friendly,True
2021-12-24,Panama,USA,1,2,Friendly,False
2021-12-25,Spain,France,2,0,Friendly,True
2021-12-26,USA,Uruguay,1,1,Friendly,False
2021-12-27,Panama,Australia,1,3,Friendly,False
2021-12-28,Germany,Colombia,1,0,Friendly,True
2021-12-30,Spain,England,3,2,Friendly,False
2021-12-31,Ecuador,Netherlands,1,1,Friendly,False
2022-01-01,Croatia,Australia,3,0,Friendly,True
2022-01-02,Spain,Croatia,3,1,Friendly,False
2022-01-04,Argentina,Morocco,3,2,Friendly,False
2022-01-05,England,Brazil,2,2,Friendly,False
2022-01-06,Netherlands,Spain,2,2,Friendly,False
2022-01-07,Switzerland,Argentina,0,2,Friendly,True
2022-01-09,Brazil,Denmark,4,1,Friendly,False
2022-01-10,Brazil,Italy,3,2,Friendly,True
2022-01-11,Spain,USA,2,1,Friendly,False
2022-01-12,Costa Rica,Portugal,1,5,Friendly,False
2022-01-13,France,Brazil,0,1,Friendly,True
2022-01-15,Ghana,Switzerland,1,4,Friendly,True
2022-01-16,Spain,Ecuador,5,1,Friendly,False
2022-01-17,Argentina,Ghana,4,0,Friendly,True
2022-01-18,Argentina,Switzerland,1,0,Friendly,False
2022-01-20,Germany,Brazil,1,1,Friendly,False
2022-01-21,Croatia,Japan,0,5,Friendly,False
2022-01-22,Panama,Germany,3,1,Friendly,False
2022-01-23,Belgium,France,2,2,Friendly,False
2022-01-24,Germany,Canada,1,1,Friendly,False
2022-01-26,Senegal,England,0,0,Friendly,True
2022-01-27,Argentina,Spain,2,1,Friendly,False
2022-01-28,Qatar,Belgium,1,3,Friendly,True
2022-01-29,Mexico,Qatar,2,1,Friendly,False
2022-01-31,New Zealand,Japan,1,3,Friendly,False
2022-02-01,Brazil,Senegal,6,1,Friendly,False
2022-02-02,Denmark,Germany,2,0,Friendly,True
2022-02-03,Australia,Colombia,1,2,Friendly,False
2022-02-05,USA,France,1,2,Friendly,True
2022-02-06,Croatia,England,3,0,Friendly,False
2022-02-07,Italy,Uruguay,2,1,Friendly,False
2022-02-08,Germany,Colombia,0,1,Friendly,True
2022-02-09,Senegal,Colombia,0,3,Friendly,True
2022-02-11,Poland,Switzerland,0,5,Friendly,False
2022-02-12,France,Colombia,2,0,Friendly,False
2022-02-13,USA,Ecuador,1,1,Friendly,False
2022-02-14,Brazil,Switzerland,1,2,Friendly,False
2022-02-16,Panama,Netherlands,1,0,Friendly,False
2022-02-17,England,Canada,5,0,Friendly,False
2022-02-18,Ecuador,Argentina,3,0,Friendly,False
2022-02-19,France,South Korea,2,0,Friendly,False
2022-02-21,Ecuador,Germany,1,0,Friendly,False
2022-02-22,Panama,Poland,2,2,Friendly,False
2022-02-23,Argentina,Uruguay,2,1,Friendly,False
2022-02-24,Denmark,Ecuador,0,2,Friendly,False
2022-02-25,Australia,Portugal,2,4,Friendly,False
2022-02-27,Japan,Ecuador,4,0,Friendly,True
2022-02-28,USA,Germany,2,3,Friendly,False
2022-03-01,Netherlands,England,0,2,Friendly,False
2022-03-02,Italy,Serbia,1,2,Friendly,True
2022-03-04,Switzerland,Croatia,1,1,Friendly,False
2022-03-05,Portugal,Poland,2,1,Friendly,False
2022-03-06,Morocco,New Zealand,3,0,Friendly,False
2022-03-07,Denmark,Saudi Arabia,2,1,Friendly,True
2022-03-09,Denmark,Serbia,1,0,Friendly,False
2022-03-10,Ghana,Senegal,1,2,Friendly,False
2022-03-11,Germany,Spain,2,3,Friendly,False
2022-03-12,Poland,Spain,2,4,Friendly,False
2022-03-13,Belgium,Germany,3,1,Friendly,True
2022-03-15,Uruguay,Brazil,1,3,Friendly,False
2022-03-16,Portugal,Uruguay,0,2,Friendly,True
2022-03-17,Germany,England,4,2,Friendly,False
2022-03-18,Australia,Poland,1,2,Friendly,False
2022-03-20,Croatia,Ecuador,3,2,Friendly,False
2022-03-21,USA,Netherlands,0,2,Friendly,False
2022-03-22,Japan,Netherlands,1,3,Friendly,False
2022-03-23,Costa Rica,Ecuador,1,3,Friendly,False
2022-03-24,Australia,USA,1,2,Friendly,False
2022-03-26,Belgium,Denmark,1,0,Friendly,False
2022-03-27,France,Portugal,1,1,Friendly,False
2022-03-28,Senegal,Colombia,0,2,Friendly,True
2022-03-29,Switzerland,Ecuador,0,2,Friendly,True
2022-03-31,England,Costa Rica,6,1,Friendly,False
2022-04-01,Brazil,Qatar,3,0,Friendly,False
2022-04-02,Poland,Costa Rica,1,2,Friendly,True
2022-04-03,Germany,Panama,2,0,Friendly,False
2022-04-05,Switzerland,Portugal,0,1,Friendly,False
2022-04-06,Mexico,New Zealand,1,2,Friendly,False
2022-04-07,Saudi Arabia,Ghana,1,0,Friendly,True
2022-04-08,Ghana,Mexico,4,1,Friendly,False
2022-04-09,Belgium,Netherlands,3,1,Friendly,True
2022-04-11,Italy,Ecuador,0,1,Friendly,False
2022-04-12,Ecuador,Portugal,0,0,Friendly,True
2022-04-13,Croatia,Ecuador,2,0,Friendly,False
2022-04-14,Denmark,Japan,1,1,Friendly,False
2022-04-16,Argentina,South Korea,2,1,Friendly,False
2022-04-17,England,Portugal,0,1,Friendly,True
2022-04-18,New Zealand,Netherlands,1,2,Friendly,False
2022-04-19,Serbia,Poland,3,0,Friendly,True
2022-04-21,Serbia,Croatia,1,2,Friendly,False
2022-04-22,Australia,Senegal,2,3,Friendly,False
2022-04-23,France,Belgium,0,2,Friendly,True
2022-04-24,Morocco,Canada,3,0,Friendly,False
2022-04-25,Qatar,Belgium,1,2,Friendly,False
2022-04-27,South Korea,Panama,2,0,Friendly,False
2022-04-28,Saudi Arabia,Costa Rica,1,1,Friendly,False
2022-04-29,France,England,1,3,Friendly,False
2022-04-30,Japan,France,2,1,Friendly,False
2022-05-02,Costa Rica,Saudi Arabia,3,3,Friendly,False
2022-05-03,England,Switzerland,2,0,Friendly,False
2022-05-04,Senegal,New Zealand,1,2,Friendly,False
2022-05-05,Brazil,Argentina,1,2,Friendly,True
2022-05-07,Netherlands,Morocco,0,0,Friendly,True
2022-05-08,England,Senegal,1,3,Friendly,False
2022-05-09,Qatar,Senegal,2,1,Friendly,False
2022-05-10,Denmark,Spain,2,3,Friendly,True
2022-05-11,Belgium,Ghana,4,0,Friendly,False
2022-05-13,Denmark,Senegal,2,1,Friendly,True
2022-05-14,Argentina,Panama,4,2,Friendly,False
2022-05-15,Poland,Argentina,2,2,Friendly,False
2022-05-16,Senegal,Argentina,1,2,Friendly,False
2022-05-18,Colombia,Spain,3,0,Friendly,False
2022-05-19,Croatia,Netherlands,1,2,Friendly,False
2022-05-20,Mexico,England,1,2,Friendly,True
2022-05-21,Italy,Denmark,0,1,Friendly,True
2022-05-22,Brazil,Italy,0,3,Friendly,False
2022-05-24,France,Germany,0,2,Friendly,False
2022-05-25,Morocco,Colombia,1,0,Friendly,True
2022-05-26,Poland,Denmark,4,1,Friendly,False
2022-05-27,New Zealand,Ghana,2,3,Friendly,False
2022-05-29,Senegal,USA,3,0,Friendly,False
2022-05-30,Qatar,South Korea,2,0,Friendly,False
2022-05-31,Poland,Germany,1,0,Friendly,False
2022-06-01,Mexico,England,1,0,Friendly,False
2022-06-03,South Korea,Senegal,1,1,Friendly,True
2022-06-04,Serbia,Italy,0,2,Friendly,False
2022-06-05,Australia,Portugal,2,1,Friendly,False
2022-06-06,Ecuador,England,0,3,Friendly,False
2022-06-07,South Korea,Argentina,1,7,Friendly,False
2022-06-09,Uruguay,Germany,4,1,Friendly,False
2022-06-10,Australia,Senegal,0,1,Friendly,False
2022-06-11,Senegal,Colombia,1,2,Friendly,True
2022-06-12,England,Colombia,1,2,Friendly,False
2022-06-14,Ecuador,Poland,2,0,Friendly,True
2022-06-15,USA,Canada,2,1,Friendly,False
2022-06-16,Germany,France,2,4,Friendly,True
2022-06-17,Serbia,Germany,1,2,Friendly,True
2022-06-19,England,Panama,2,1,Friendly,True
2022-06-20,Ecuador,Argentina,0,1,Friendly,False
2022-06-21,Australia,USA,0,1,Friendly,True
2022-06-22,Ghana,Croatia,4,1,Friendly,False
2022-06-23,USA,Croatia,1,1,Friendly,True
2022-06-25,Portugal,Croatia,2,0,Friendly,False
2022-06-26,Italy,Ecuador,2,1,Friendly,False
2022-06-27,Argentina,Brazil,1,2,Friendly,True
2022-06-28,Mexico,Canada,2,0,Friendly,False
2022-06-30,Portugal,Panama,5,4,Friendly,True
2022-07-01,Italy,Switzerland,2,1,Friendly,False
2022-07-02,Uruguay,Argentina,1,0,Friendly,False
2022-07-03,Italy,Australia,1,0,Friendly,False
2022-07-05,Colombia,Poland,3,2,Friendly,False
2022-07-06,Qatar,Belgium,2,2,Friendly,True
2022-07-07,Germany,Netherlands,3,0,Friendly,True
2022-07-08,Qatar,Spain,2,2,Friendly,False
2022-07-09,Portugal,South Korea,2,1,Friendly,False
2022-07-11,Netherlands,Colombia,3,2,Friendly,False
2022-07-12,Italy,Qatar,2,0,Friendly,False
2022-07-13,Argentina,Morocco,2,0,Friendly,False
2022-07-14,Uruguay,New Zealand,1,0,Friendly,True
2022-07-16,England,Qatar,2,1,Friendly,False
2022-07-17,Belgium,England,2,0,Friendly,False
2022-07-18,Croatia,Ghana,2,0,Friendly,True
2022-07-19,Morocco,Italy,2,1,Friendly,False
2022-07-21,Uruguay,Spain,1,0,Friendly,False
2022-07-22,USA,Argentina,1,4,Friendly,False
2022-07-23,Colombia,Mexico,1,1,Friendly,False
2022-07-24,Italy,Mexico,3,0,Friendly,False
2022-07-25,Croatia,France,1,2,Friendly,False
2022-07-27,Denmark,Spain,0,1,Friendly,False
2022-07-28,Morocco,Ecuador,3,2,Friendly,False
2022-07-29,Morocco,Denmark,1,1,Friendly,False
2022-07-30,Senegal,Argentina,1,0,Friendly,False
2022-08-01,Ecuador,France,3,2,Friendly,False
2022-08-02,Spain,Morocco,2,1,Friendly,False
2022-08-03,Croatia,Denmark,1,1,Friendly,True
2022-08-04,Netherlands,Panama,1,0,Friendly,False
2022-08-05,Serbia,Uruguay,3,3,Friendly,False
2022-08-07,Japan,Colombia,1,0,Friendly,False
2022-08-08,Ghana,Costa Rica,1,1,Friendly,False
2022-08-09,Panama,Australia,1,0,Friendly,False
2022-08-10,Ghana,Brazil,0,5,Friendly,False
2022-08-12,Portugal,Uruguay,1,1,Friendly,False
2022-08-13,Saudi Arabia,Switzerland,0,3,Friendly,False
2022-08-14,Ghana,Panama,3,1,Friendly,False
2022-08-15,Netherlands,Germany,0,3,Friendly,True
2022-08-17,Saudi Arabia,Spain,2,2,Friendly,False
2022-08-18,Croatia,Uruguay,0,0,Friendly,True
2022-08-19,Croatia,Japan,2,0,Friendly,False
2022-08-20,Saudi Arabia,South Korea,2,2,Friendly,False
2022-08-21,Panama,Qatar,2,1,Friendly,False
2022-08-23,Croatia,Colombia,3,3,Friendly,False
2022-08-24,Mexico,Switzerland,0,0,Friendly,False
2022-08-25,Portugal,Costa Rica,3,0,Friendly,False
2022-08-26,Netherlands,France,1,1,Friendly,False
2022-08-28,Australia,Japan,0,2,Friendly,False
2022-08-29,England,South Korea,1,2,Friendly,True
2022-08-30,Senegal,Ecuador,0,2,Friendly,False
2022-08-31,Switzerland,New Zealand,1,0,Friendly,False
2022-09-02,Brazil,England,1,1,Friendly,False
2022-09-03,Portugal,Brazil,2,0,Friendly,False
2022-09-04,Mexico,Uruguay,0,1,Friendly,True
2022-09-05,Denmark,Qatar,3,1,Friendly,True
2022-09-06,Portugal,USA,4,0,Friendly,False
2022-09-08,Colombia,Mexico,1,1,Friendly,False
2022-09-09,Netherlands,Qatar,3,0,Friendly,False
2022-09-10,Switzerland,Poland,3,0,Friendly,True
2022-09-11,Mexico,Switzerland,2,1,Friendly,False
2022-09-13,Netherlands,Poland,2,1,Friendly,False
2022-09-14,Canada,Switzerland,1,2,Friendly,False
2022-09-15,South Korea,Saudi Arabia,2,2,Friendly,True
2022-09-16,England,Serbia,4,0,Friendly,False
2022-09-18,Costa Rica,Portugal,2,0,Friendly,False
2022-09-19,Denmark,Switzerland,1,2,Friendly,False
2022-09-20,France,Ecuador,3,2,Friendly,False
2022-09-21,South Korea,Canada,0,2,Friendly,False
2022-09-22,Croatia,Serbia,2,3,Friendly,True
2022-09-24,Ghana,Australia,1,1,Friendly,False
2022-09-25,Brazil,Switzerland,2,2,Friendly,False
2022-09-26,Switzerland,Mexico,2,1,Friendly,False
2022-09-27,Panama,South Korea,1,3,Friendly,True
2022-09-29,Colombia,Morocco,2,0,Friendly,False
2022-09-30,Spain,Australia,3,2,Friendly,False
2022-10-01,Poland,Qatar,3,1,Friendly,True
2022-10-02,USA,Italy,4,0,Friendly,False
2022-10-03,USA,Spain,2,2,Friendly,False
2022-10-05,Senegal,USA,4,2,Friendly,False
2022-10-06,Croatia,Portugal,0,2,Friendly,True
2022-10-07,New Zealand,Italy,1,3,Friendly,False
2022-10-08,Qatar,Canada,3,2,Friendly,False
2022-10-10,Argentina,Netherlands,1,1,Friendly,False
2022-10-11,Australia,Saudi Arabia,2,3,Friendly,False
2022-10-12,New Zealand,Denmark,0,0,Friendly,True
2022-10-13,Serbia,Italy,0,4,Friendly,False
2022-10-15,England,Senegal,7,3,Friendly,False
2022-10-16,Australia,Morocco,0,3,Friendly,False
2022-10-17,Argentina,Poland,2,2,Friendly,True
2022-10-18,Colombia,Japan,2,1,Friendly,False
2022-10-19,England,Mexico,1,0,Friendly,True
2022-10-21,Australia,Canada,6,0,Friendly,True
2022-10-22,Italy,Australia,2,1,Friendly,False
2022-10-23,Qatar,South Korea,0,3,Friendly,False
2022-10-24,Italy,Ghana,1,1,Friendly,True
2022-10-26,Morocco,Ghana,4,1,Friendly,False
2022-10-27,Ghana,Costa Rica,1,2,Friendly,False
2022-10-28,Japan,Denmark,1,2,Friendly,False
2022-10-29,Canada,Colombia,1,3,Friendly,False
2022-10-31,Spain,USA,2,2,Friendly,True
2022-11-01,Croatia,Switzerland,2,0,Friendly,False
2022-11-02,Portugal,Spain,2,1,Friendly,True
2022-11-03,Denmark,New Zealand,2,0,Friendly,False
2022-11-04,Colombia,South Korea,1,1,Friendly,False
2022-11-06,Portugal,Panama,4,1,Friendly,False
2022-11-07,Brazil,Morocco,1,1,Friendly,False
2022-11-08,Ghana,England,1,3,Friendly,False
2022-11-09,Colombia,Australia,2,3,Friendly,False
2022-11-11,South Korea,Netherlands,1,2,Friendly,False
2022-11-12,Ecuador,Colombia,0,0,Friendly,False
2022-11-13,Germany,Australia,2,2,Friendly,False
2022-11-14,Poland,Qatar,1,4,Friendly,False
2022-11-16,Spain,Mexico,0,0,Friendly,False
2022-11-17,Argentina,Ghana,5,0,Friendly,False
2022-11-18,Costa Rica,Portugal,1,0,Friendly,False
2022-11-19,Italy,Canada,5,3,Friendly,True
2022-11-20,Serbia,Poland,2,1,Friendly,False
2022-11-22,Argentina,Colombia,2,2,Friendly,False
2022-11-23,Saudi Arabia,Colombia,1,4,Friendly,False
2022-11-24,England,Morocco,3,1,Friendly,False
2022-11-25,Ecuador,Croatia,3,1,Friendly,False
2022-11-27,Qatar,Canada,2,3,Friendly,False
2022-11-28,Switzerland,Argentina,1,1,Friendly,False
2022-11-29,Qatar,Saudi Arabia,1,0,Friendly,False
2022-11-30,Uruguay,Brazil,0,0,Friendly,False
2022-12-01,Brazil,Japan,4,2,Friendly,False
2022-12-03,Poland,England,1,3,Friendly,False
2022-12-04,Mexico,Morocco,2,2,Friendly,False
2022-12-05,Panama,Australia,1,3,Friendly,False
2022-12-06,Switzerland,Serbia,1,3,Friendly,True
2022-12-08,Morocco,Belgium,3,3,Friendly,False
2022-12-09,Qatar,France,3,2,Friendly,False
2022-12-10,Croatia,France,1,1,Friendly,False
2022-12-11,Saudi Arabia,Ecuador,1,1,Friendly,True
2022-12-13,Netherlands,Croatia,2,1,Friendly,False
2022-12-14,Uruguay,England,2,1,Friendly,False
2022-12-15,Poland,Ecuador,0,1,Friendly,False
2022-12-16,South Korea,Costa Rica,4,1,Friendly,False
2022-12-17,Japan,France,1,2,Friendly,True
2022-12-19,Serbia,Costa Rica,1,1,Friendly,False
2022-12-20,Morocco,Poland,1,1,Friendly,False
2022-12-21,Brazil,Croatia,1,3,Friendly,True
2022-12-22,Spain,Ghana,2,1,Friendly,False
2022-12-24,Italy,New Zealand,6,0,Friendly,True
2022-12-25,Italy,England,0,1,Friendly,True
2022-12-26,Canada,Australia,1,0,Friendly,True
2022-12-27,Uruguay,Netherlands,0,2,Friendly,True
2022-12-29,Uruguay,Canada,1,3,Friendly,True
2022-12-30,Costa Rica,France,0,5,Friendly,False
2022-12-31,Australia,Ghana,1,0,Friendly,False
2023-01-01,Denmark,Japan,2,0,Friendly,True
2023-01-02,Senegal,Ghana,0,2,Friendly,False
2023-01-04,Denmark,Brazil,0,0,Friendly,True
2023-01-05,Argentina,Costa Rica,2,0,Friendly,True
2023-01-06,Argentina,Mexico,1,1,Friendly,False
2023-01-07,Croatia,South Korea,0,2,Friendly,True
2023-01-09,Serbia,Poland,0,1,Friendly,False
2023-01-10,Uruguay,Croatia,3,1,Friendly,False
2023-01-11,Qatar,Ghana,2,0,Friendly,False
2023-01-12,Australia,England,1,2,Friendly,True
2023-01-14,Ghana,USA,2,0,Friendly,False
2023-01-15,Ecuador,Netherlands,0,1,Friendly,True
2023-01-16,France,Belgium,2,0,Friendly,False
2023-01-17,Switzerland,Saudi Arabia,0,0,Friendly,False
2023-01-18,Italy,Uruguay,1,1,Friendly,False
2023-01-20,Mexico,Italy,1,2,Friendly,False
2023-01-21,Ecuador,Saudi Arabia,2,1,Friendly,False
2023-01-22,Saudi Arabia,Belgium,2,7,Friendly,False
2023-01-23,Senegal,Netherlands,0,1,Friendly,False
2023-01-25,Belgium,France,0,0,Friendly,False
2023-01-26,Netherlands,Costa Rica,2,0,Friendly,True
2023-01-27,Uruguay,Costa Rica,1,1,Friendly,False
2023-01-28,Colombia,Ghana,3,0,Friendly,False
2023-01-30,England,New Zealand,3,0,Friendly,False
2023-01-31,Germany,Netherlands,1,2,Friendly,False
2023-02-01,Senegal,Ecuador,0,1,Friendly,True
2023-02-02,Mexico,Ghana,0,3,Friendly,True
2023-02-03,Costa Rica,USA,0,3,Friendly,False
2023-02-05,Australia,Morocco,0,0,Friendly,False
2023-02-06,England,Panama,3,0,Friendly,False
